,player_id,last_season,current_club_id,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,agent_name,domestic_competition_id,goals,assists,minutes_played,yellow_cards,red_cards,total_appearance,market_value_usd
9154,9154,2021.0,10.0,Germany,Greece,1997-10-04,Midfield,Central Midfield,Right,177.0,Guido Walter,L1,1,1,4132.0,14,0,52,2214000.0
550,550,2021.0,398.0,Ecuador,Ecuador,1988-09-05,Attack,Centre-Forward,,183.0,Matteo Materazzi,IT1,58,21,12485.0,40,0,255,1660500.0
10472,10472,2017.0,3999.0,Greece,Greece,1991-07-08,Midfield,Central Midfield,Right,179.0,Sportseleven Berlin,GR1,3,2,1737.0,4,0,26,332100.0
11049,11049,2017.0,2477.0,Argentina,Argentina,1989-01-04,Defender,Centre-Back,Right,185.0,"EFEGE SPORTS I.M., S.L.",UKR1,2,0,2262.0,9,0,26,332100.0
464,464,2020.0,1268.0,Netherlands,Netherlands,1988-07-25,Midfield,Defensive Midfield,Left,174.0,,NL1,5,10,4912.0,5,0,72,221400.0
6061,6061,2017.0,26459.0,Ukraine,Ukraine,1992-12-30,Defender,Left-Back,Left,178.0,Trident Consulting,UKR1,2,2,1547.0,5,0,24,83640.0
8132,8132,2017.0,1110.0,England,England,1992-08-25,Attack,Right Winger,Right,179.0,Wasserman,GB1,2,0,346.0,1,0,8,3321000.0
10521,10521,2018.0,252.0,Italy,Italy,2000-04-27,Defender,Right-Back,Right,185.0,Vigo Global Sport Services Srl,IT1,0,0,,0,0,1,332100.0
12838,12838,2021.0,306.0,Netherlands,Netherlands,2000-09-08,Defender,Right-Back,Right,175.0,GFM,NL1,2,4,7128.0,9,0,82,2767500.0
2967,2967,2021.0,1003.0,Denmark,Denmark,1992-08-03,Defender,Centre-Back,Both,199.0,Unique Sports Group,GB1,18,1,19054.0,23,1,233,14391000.0
1635,1635,2018.0,1091.0,Switzerland,Serbia,1990-04-21,Attack,Centre-Forward,Right,191.0,,GR1,57,10,,11,0,89,830250.0
9828,9828,2018.0,3426.0,Ghana,Ghana,1996-09-24,Attack,Left Winger,Left,172.0,GloBall Group,DK1,0,2,,4,0,22,194340.0
187,187,2021.0,607.0,Italy,Italy,1983-07-30,Defender,Left-Back,Left,182.0,,IT1,2,7,9139.0,22,1,125,442800.0
4524,4524,2021.0,46.0,Croatia,Croatia,1992-11-16,Midfield,Defensive Midfield,,181.0,Epic Team,IT1,31,38,23687.0,86,0,302,44280000.0
5105,5105,2021.0,383.0,Brazil,Brazil,1992-02-16,Defender,Centre-Back,Both,182.0,,NL1,3,4,6397.0,18,0,91,3874500.0
4215,4215,2019.0,10484.0,Cote d'Ivoire,Cote d'Ivoire,1988-12-29,Attack,Centre-Forward,Right,184.0,,TR1,0,0,285.0,1,0,9,110700.0
3615,3615,2017.0,173.0,Faroe Islands,Faroe Islands,1991-07-26,Attack,Second Striker,Left,185.0,,DK1,11,5,3411.0,9,0,58,553500.0
5164,5164,2021.0,49364.0,Ukraine,Ukraine,1994-07-24,Attack,Right Winger,Left,177.0,Topway.ua,UKR1,6,6,3777.0,6,0,61,442800.0
7955,7955,2014.0,13.0,Spain,Spain,1994-08-31,Midfield,Central Midfield,Right,182.0,Footballmanager10,ES1,0,0,5.0,0,0,1,221400.0
1915,1915,2019.0,1467.0,Brazil,Brazil,1987-12-26,Defender,Centre-Back,Right,186.0,Asceta Sports,TR1,2,0,5333.0,14,0,64,166050.0
4505,4505,2021.0,7179.0,Portugal,Portugal,1991-11-11,Attack,Left Winger,Right,166.0,Team of Future,PO1,29,26,12799.0,20,3,179,553500.0
8810,8810,2021.0,2715.0,Belgium,Belgium,1996-06-03,Defender,Right-Back,Right,185.0,Straight-Line Management,BE1,1,1,1504.0,2,0,26,442800.0
7342,7342,2021.0,11282.0,Turkey,Turkey,1997-06-26,Midfield,Central Midfield,Left,177.0,Cenk Melih Yazıcı,TR1,0,0,113.0,0,0,5,332100.0
4442,4442,2016.0,1301.0,Brazil,Brazil,1988-10-18,Defender,Centre-Back,,186.0,Footconect Fma,PO1,0,1,2416.0,6,0,38,83640.0
498,498,2018.0,3714.0,Bulgaria,Bulgaria,1985-10-18,Defender,Centre-Back,Left,183.0,,RU1,3,10,10802.0,24,0,125,28290.0
8717,8717,2021.0,31.0,England,England,1998-10-07,Defender,Right-Back,Right,180.0,PLG,GB1,13,62,18022.0,26,0,218,88560000.0
885,885,2021.0,2282.0,Netherlands,Netherlands,1988-05-11,Midfield,Central Midfield,Right,178.0,Winny Haatrecht,BE1,48,75,22435.0,46,0,271,1992600.0
7452,7452,2019.0,940.0,Uruguay,Uruguay,1994-05-13,Attack,Centre-Forward,Right,186.0,UruFutbol,ES1,1,1,765.0,6,0,22,1660500.0
201,201,2018.0,3325.0,Portugal,Portugal,1982-07-06,Goalkeeper,,Right,188.0,FOOT EXPANDE,PO1,0,0,,5,0,83,55350.0
1654,1654,2020.0,350.0,England,England,1991-01-14,Goalkeeper,,Left,185.0,ICM Stellar Sports,GB1,0,1,7830.0,2,0,87,553500.0
8612,8612,2019.0,5818.0,Bosnia-Herzegovina,Bosnia-Herzegovina,1996-01-06,Defender,Right-Back,Right,179.0,GoSport Agency e.U.,DK1,0,1,1222.0,2,0,17,332100.0
1296,1296,2016.0,5.0,Argentina,Argentina,1987-05-05,Defender,Left-Back,Left,181.0,,IT1,0,0,945.0,4,0,15,387450.0
6485,6485,2019.0,3426.0,Finland,Finland,1994-09-22,Attack,Right Winger,,183.0,Aaltoa,DK1,2,1,1437.0,4,0,24,332100.0
4945,4945,2019.0,2423.0,Brazil,Brazil,1992-12-18,Attack,Right Winger,Right,175.0,"Flashforward, S.L.",PO1,0,0,331.0,1,0,13,387450.0
11234,11234,2021.0,3948.0,Cote d'Ivoire,Cote d'Ivoire,1998-03-07,Midfield,Central Midfield,Right,172.0,DW Sports Management,BE1,5,7,6110.0,15,0,101,1660500.0
10058,10058,2021.0,403.0,Sweden,Sweden,1998-06-19,Attack,Left Winger,Right,176.0,MD Management,NL1,1,4,1976.0,1,0,35,553500.0
10875,10875,2018.0,1420.0,Senegal,Senegal,1994-12-31,Defender,Centre-Back,Left,194.0,SGNSFC IYANE,FR1,0,0,,0,0,1,387450.0
3620,3620,2019.0,1005.0,Italy,Italy,1991-03-27,Defender,Centre-Back,Right,187.0,AC Sport Consulting,IT1,1,0,766.0,2,0,14,276750.0
12279,12279,2021.0,678.0,Denmark,Denmark,1999-02-17,Attack,Centre-Forward,Right,187.0,Sivebaek Sports,DK1,2,1,499.0,0,0,15,221400.0
11578,11578,2021.0,232.0,Russia,Russia,1997-03-07,Attack,Centre-Forward,Right,191.0,Pavel Andreev,RU1,51,19,8760.0,43,1,128,8856000.0
2060,2060,2019.0,995.0,Jugoslawien (SFR),Slovenia,1990-05-21,Midfield,Central Midfield,Right,189.0,Wasserman,FR1,1,0,6459.0,14,0,98,442800.0
13418,13418,2021.0,720.0,Portugal,Portugal,2000-04-13,Defender,Left-Back,Left,179.0,MNM Sports Management,PO1,0,0,18.0,0,0,2,747840.0
5878,5878,2017.0,621.0,Spain,Spain,1995-06-14,Defender,Centre-Back,Right,184.0,,ES1,0,0,210.0,0,0,2,332100.0
8581,8581,2019.0,1301.0,Portugal,Portugal,1997-10-10,Attack,Right Winger,Left,170.0,NCfoot,PO1,0,0,1.0,0,0,1,83640.0
10385,10385,2021.0,2410.0,Turkey,Turkey,1997-01-29,Attack,Attacking Midfield,Left,184.0,Asportsmanagement,RU1,44,27,11048.0,32,1,183,18819000.0
10475,10475,2018.0,3205.0,Turkey,Turkey,1995-02-28,Midfield,Central Midfield,Left,0.0,,TR1,0,0,247.0,3,0,12,110700.0
349,349,2021.0,653.0,Canada,Netherlands,1987-09-13,Midfield,Central Midfield,Right,,Juzzt Football,GR1,17,22,9387.0,16,0,172,332100.0
1809,1809,2019.0,3057.0,Jugoslawien (SFR),Serbia,1990-05-28,Defender,Centre-Back,Left,191.0,CSGG,BE1,10,15,8629.0,16,1,105,2214000.0
73,73,2016.0,3008.0,England,England,1986-12-28,Midfield,Defensive Midfield,Right,188.0,Panthera Sports,GB1,2,2,5119.0,15,2,71,332100.0
10646,10646,2019.0,1132.0,England,England,1999-12-05,Midfield,Central Midfield,Right,175.0,GS Magna,GB1,0,0,387.0,0,0,9,332100.0
6457,6457,2021.0,8024.0,Spain,Spain,1994-07-19,Attack,Attacking Midfield,Right,182.0,LEADERBROCK,PO1,0,0,297.0,0,0,6,885600.0
1896,1896,2020.0,39722.0,Turkey,Turkey,1987-12-09,Attack,Right Winger,Right,170.0,C&C Sportmanagement,TR1,7,10,,12,0,121,221400.0
2770,2770,2018.0,583.0,French Guiana,French Guiana,1991-02-23,Defender,Centre-Back,Right,181.0,,FR1,0,0,102.0,0,0,4,221400.0
5643,5643,2021.0,631.0,Spain,Spain,1994-10-03,Goalkeeper,,Right,186.0,AC Talent,GB1,0,0,14933.0,11,0,168,11070000.0
4392,4392,2018.0,4.0,Brazil,Brazil,1989-03-23,Defender,Centre-Back,Left,188.0,Soccerfriends Sportmanagement,L1,2,0,3584.0,7,0,45,276750.0
2767,2767,2017.0,820.0,Senegal,Senegal,1991-08-19,Defender,Centre-Back,Right,186.0,PIVETEAU,TR1,0,0,900.0,2,0,10,276750.0
12297,12297,2019.0,985.0,England,England,2001-08-05,Defender,Right-Back,Right,177.0,ICM Stellar Sports,GB1,0,0,112.0,1,0,2,5535000.0
8549,8549,2014.0,16704.0,Russia,Russia,1996-05-22,Attack,Attacking Midfield,Right,165.0,ATS,RU1,1,0,,0,0,3,276750.0
6663,6663,2015.0,4102.0,Italy,Italy,1984-12-22,Attack,Centre-Forward,Right,182.0,STM,IT1,3,0,,2,0,23,83640.0
4664,4664,2020.0,4171.0,Italy,Italy,1990-06-29,Defender,Right-Back,Both,173.0,,IT1,5,3,7131.0,14,0,94,1992600.0
5712,5712,2021.0,511.0,Scotland,Scotland,1996-02-25,Midfield,Right Midfield,Right,181.0,,SC1,5,8,3555.0,3,0,47,553500.0
6666,6666,2013.0,46.0,Italy,Italy,1994-03-29,Midfield,Central Midfield,Left,174.0,Avvocato Claudio Parlato,IT1,1,2,,2,0,17,442800.0
9368,9368,2021.0,11.0,England,England,1999-05-30,Attack,Centre-Forward,Right,175.0,Elite Project Group Ltd,GB1,24,2,3434.0,5,1,86,17712000.0
1725,1725,2019.0,3999.0,Brazil,Brazil,1992-05-14,Attack,Centre-Forward,Right,191.0,,GR1,3,0,447.0,3,0,9,387450.0
6404,6404,2020.0,366.0,Spain,Spain,1991-02-11,Attack,Right Winger,Both,179.0,,ES1,17,16,8275.0,16,1,112,2767500.0
11977,11977,2021.0,3057.0,Brazil,Brazil,1997-03-01,Attack,Centre-Forward,Right,190.0,ROGON,BE1,9,8,3113.0,8,0,51,3321000.0
9782,9782,2014.0,2425.0,Portugal,Portugal,1996-02-04,Defender,Centre-Back,Right,183.0,MC Striker,PO1,0,0,199.0,0,0,3,276750.0
12001,12001,2021.0,601.0,,Belgium,2001-10-11,Attack,Left Winger,Left,175.0,Eleven Plus,BE1,2,2,1557.0,7,0,38,774900.0
2228,2228,2017.0,3999.0,Greece,Greece,1990-05-20,Attack,Left Winger,Right,178.0,,GR1,0,0,372.0,1,0,12,83640.0
428,428,2019.0,19.0,Italy,Italy,1988-05-04,Goalkeeper,,Right,191.0,TMP SOCCER srl ,IT1,0,0,280.0,0,0,4,110700.0
12956,12956,2021.0,3729.0,Russia,Russia,2001-05-29,Defender,Right-Back,Right,177.0,Shpinev Vadim,RU1,0,2,484.0,2,0,10,276750.0
9851,9851,2021.0,148.0,Argentina,Argentina,1998-04-27,Defender,Centre-Back,Right,185.0,Ciro Palermo,GB1,7,8,10958.0,52,1,128,53136000.0
12327,12327,2021.0,1108.0,Argentina,Argentina,1996-02-21,Defender,Right-Back,Right,181.0,Twenty Two S.A.,ES1,0,0,1072.0,2,0,14,3321000.0
1212,1212,2017.0,3368.0,Spain,Spain,1988-03-13,Goalkeeper,,Right,195.0,Pedro Bravo - Consulting,ES1,0,0,1170.0,0,0,13,221400.0
4905,4905,2016.0,6418.0,Spain,Spain,1989-07-11,Attack,Right Winger,Right,183.0,IGdreamsfootball,GR1,2,1,1169.0,2,0,15,332100.0
9072,9072,2016.0,1533.0,Spain,Spain,1994-01-13,Defender,Centre-Back,Right,180.0,Only Football,ES1,0,0,,0,0,1,332100.0
7976,7976,2019.0,1108.0,Spain,Spain,1995-02-28,Midfield,Central Midfield,Right,179.0,,ES1,0,0,80.0,1,0,2,1107000.0
1250,1250,2021.0,60.0,Germany,Germany,1990-03-09,Midfield,Defensive Midfield,Right,181.0,Unique Sports Group,L1,8,16,17339.0,51,0,203,2767500.0
10041,10041,2021.0,338.0,Ukraine,Ukraine,1998-07-01,Defender,Left-Back,Left,173.0,ProStar,UKR1,0,8,7032.0,25,0,81,1107000.0
5980,5980,2019.0,14589.0,Portugal,Portugal,1993-03-25,Attack,Attacking Midfield,Left,184.0,,RU1,6,3,2304.0,3,0,35,1217700.0
4293,4293,2017.0,3690.0,UdSSR,Armenia,1988-06-15,Attack,Second Striker,Right,182.0,ES TajAgency,RU1,0,3,,3,0,14,83640.0
13358,13358,2021.0,3508.0,,Belgium,2002-12-19,Attack,Centre-Forward,,0.0,Youonegoal,BE1,0,0,79.0,0,0,3,110700.0
10640,10640,2021.0,403.0,Belgium,Belgium,1998-02-08,Attack,Left Winger,Left,178.0,Eleven Management,NL1,3,0,974.0,1,0,28,387450.0
10329,10329,2021.0,141.0,Turkey,Turkey,1998-10-21,Attack,Left Winger,Right,173.0,Family & Football,TR1,19,16,4782.0,7,0,78,18265500.0
8178,8178,2021.0,29.0,Netherlands,Netherlands,1997-04-18,Midfield,Central Midfield,Right,184.0,HCM Sports Management,GB1,44,36,14364.0,19,0,227,27675000.0
3039,3039,2021.0,714.0,Uruguay,Uruguay,1991-06-17,Defender,Centre-Back,Left,190.0,,ES1,7,2,11338.0,26,0,130,4428000.0
6436,6436,2019.0,6418.0,Sweden,Sweden,1995-08-06,Attack,Centre-Forward,Right,181.0,,GR1,11,3,2219.0,2,0,38,387450.0
5685,5685,2018.0,1420.0,France,France,1991-09-04,Goalkeeper,,Right,189.0,Soccermax,FR1,0,0,2667.0,1,0,30,664200.0
281,281,2014.0,6894.0,Jugoslawien (SFR),Bosnia-Herzegovina,1985-09-26,Attack,Attacking Midfield,Right,181.0,,TR1,0,0,812.0,5,0,10,110700.0
1347,1347,2014.0,20698.0,Turkey,Turkey,1987-06-07,Defender,Centre-Back,Right,188.0,Sezer Bravo,TR1,0,0,644.0,3,0,8,83640.0
192,192,2016.0,192.0,Belgium,Belgium,1986-04-28,Midfield,Central Midfield,Left,187.0,Forza Sports Group,NL1,12,2,5963.0,13,0,69,166050.0
2179,2179,2014.0,28956.0,Argentina,Argentina,1984-03-02,Defender,Centre-Back,Left,184.0,,GR1,0,0,523.0,2,0,12,28290.0
13403,13403,2021.0,1245.0,,Belgium,1999-10-12,Defender,Right-Back,Right,0.0,A.S. Management,BE1,1,0,1192.0,1,0,18,442800.0
10436,10436,2018.0,2410.0,Russia,Russia,1998-05-23,Midfield,Central Midfield,Left,184.0,ATS,RU1,0,0,40.0,0,0,1,221400.0
3174,3174,2017.0,2999.0,Greece,Greece,1989-09-08,Defender,Centre-Back,Right,188.0,,SC1,1,0,4311.0,16,0,51,221400.0
3483,3483,2020.0,1426.0,Germany,Germany,1994-05-01,Defender,Centre-Back,Right,189.0,,NL1,0,2,2102.0,0,0,28,249690.0
2224,2224,2021.0,443.0,Spain,Spain,1988-09-07,Defender,Centre-Back,Right,,DV7 Management,DK1,8,4,9149.0,33,1,104,442800.0
2951,2951,2020.0,41201.0,Moldova,Russia,1992-06-12,Midfield,Central Midfield,Right,177.0,Special1Agency,RU1,2,5,3556.0,18,1,43,940950.0
3754,3754,2015.0,133.0,Czech Republic,Czech Republic,1995-07-10,Attack,Attacking Midfield,Both,173.0,Nehoda Sport,NL1,0,0,106.0,0,0,2,276750.0
12307,12307,2021.0,265.0,Greece,Greece,2000-01-10,Attack,Centre-Forward,Both,187.0,DONY Management AG,GR1,12,1,3311.0,7,0,73,1328400.0
11898,11898,2021.0,1237.0,Zambia,Zambia,1998-01-01,Midfield,Central Midfield,Right,184.0,12 MANagement,GB1,3,6,1120.0,2,0,20,22140000.0
11791,11791,2018.0,169.0,France,France,1994-07-11,Defender,Centre-Back,Right,193.0,,GR1,0,0,90.0,0,0,1,83640.0
6497,6497,2021.0,2687.0,Spain,Equatorial Guinea,1993-03-12,Defender,Right-Back,Right,179.0,AREA SPORT TEAM,ES1,1,0,4267.0,10,0,57,1328400.0
2343,2343,2021.0,41274.0,Belgium,Belgium,1989-11-29,Defender,Right-Back,Right,178.0,Quadrans,BE1,7,1,4448.0,7,0,54,442800.0
4307,4307,2016.0,244.0,France,France,1995-09-22,Attack,Centre-Forward,Right,175.0,Hexagon,FR1,1,0,100.0,1,0,5,442800.0
13346,13346,2021.0,23826.0,France,France,2000-05-03,Defender,Centre-Back,Right,187.0,BS Group - BS Law,L1,2,2,6581.0,18,0,84,19926000.0
3627,3627,2018.0,2861.0,Jugoslawien (SFR),Montenegro,1990-02-22,Defender,Centre-Back,,190.0,Zarko Pelicic,BE1,11,5,10209.0,32,0,120,553500.0
13522,13522,2021.0,273.0,France,France,2003-05-17,Midfield,Central Midfield,Left,187.0,M FOOT,FR1,0,0,22.0,1,0,6,553500.0
9188,9188,2021.0,398.0,Croatia,Croatia,1996-11-25,Midfield,Central Midfield,Left,190.0,Soccer11,IT1,8,9,6691.0,17,0,114,8856000.0
2740,2740,2021.0,3840.0,Turkey,Turkey,1989-01-07,Goalkeeper,,Right,190.0,,TR1,0,0,6210.0,2,0,69,110700.0
3739,3739,2021.0,10484.0,France,France,1992-03-25,Attack,Attacking Midfield,Right,181.0,,TR1,22,31,11690.0,41,1,200,1881900.0
3082,3082,2019.0,2698.0,UdSSR,Russia,1991-07-06,Midfield,Defensive Midfield,Both,175.0,Special1Agency,RU1,2,2,4546.0,11,1,65,553500.0
10245,10245,2021.0,714.0,Venezuela,Venezuela,1998-01-07,Midfield,Central Midfield,Right,184.0,PARRI GROUP,ES1,11,6,8999.0,38,0,121,15498000.0
13453,13453,2021.0,244.0,Brazil,Brazil,2001-12-14,Attack,Left Winger,Right,181.0,C.M. Assessoria Esportiva,FR1,0,6,1470.0,0,0,44,6642000.0
7243,7243,2021.0,206.0,Denmark,Denmark,1994-03-18,Defender,Centre-Back,Both,190.0,HCM Sports Management,DK1,7,3,15522.0,26,1,181,2767500.0
5332,5332,2021.0,449.0,Netherlands,Netherlands,1993-05-07,Defender,Centre-Back,Left,188.0,Winny Haatrecht,TR1,8,6,16568.0,43,1,203,4649400.0
820,820,2016.0,2448.0,France,Martinique,1986-10-14,Defender,Centre-Back,Right,181.0,Carrierefoot,ES1,5,1,,10,0,88,332100.0
4046,4046,2019.0,3426.0,France,Ukraine,1993-09-03,Attack,Centre-Forward,Both,192.0,Andrei Golovash,DK1,15,3,,15,0,47,221400.0
11932,11932,2021.0,1184.0,Colombia,Colombia,1996-05-25,Defender,Right-Back,Right,181.0,,BE1,2,9,5175.0,12,1,65,6642000.0
10247,10247,2021.0,237.0,Argentina,Argentina,1994-10-25,Defender,Centre-Back,Right,186.0,PROTIO SPORT,ES1,1,0,1689.0,8,0,22,1328400.0
7638,7638,2017.0,6418.0,Argentina,Argentina,1993-10-05,Midfield,Central Midfield,Right,185.0,Twenty Two S.A.,GR1,0,0,1239.0,7,0,25,305040.0
13228,13228,2020.0,86.0,Germany,Germany,2001-12-13,Attack,Right Winger,,188.0,EMG Mundial,L1,1,0,118.0,0,1,10,719550.0
8085,8085,2021.0,11127.0,Russia,Russia,1995-04-04,Attack,Right Winger,,179.0,,RU1,0,0,151.0,0,0,7,664200.0
6212,6212,2020.0,41201.0,Moldova,Moldova,1993-10-20,Midfield,Defensive Midfield,Right,187.0,Easy Progress,RU1,3,2,7309.0,26,0,99,608850.0
12872,12872,2021.0,347.0,France,Congo,1998-04-21,Attack,Right Winger,,180.0,FS Management,FR1,0,0,490.0,0,0,15,885600.0
7553,7553,2019.0,1304.0,Netherlands,Netherlands,1995-02-27,Defender,Left-Back,Left,184.0,Prime11,NL1,3,1,5189.0,11,0,66,387450.0
2229,2229,2017.0,468.0,Netherlands,Netherlands,1988-03-08,Attack,Right Winger,Left,180.0,BJV International,NL1,7,5,2540.0,5,0,44,194340.0
404,404,2021.0,126.0,Turkey,Turkey,1985-01-04,Defender,Right-Back,Right,175.0,Foot & Ball,TR1,13,23,,30,1,240,194340.0
4876,4876,2020.0,369.0,,Denmark,1995-05-20,Defender,Right-Back,Both,182.0,Beckster Int.,DK1,2,8,7049.0,18,1,92,332100.0
4974,4974,2018.0,511.0,England,England,1994-06-11,Midfield,Left Midfield,Right,183.0,,SC1,0,1,180.0,0,0,2,110700.0
2498,2498,2021.0,410.0,Italy,Italy,1991-03-02,Goalkeeper,,Right,191.0,Francesco Romano,IT1,0,0,10080.0,4,0,111,6642000.0
4938,4938,2017.0,2760.0,Northern Ireland,Northern Ireland,1992-09-07,Defender,Centre-Back,Right,183.0,"PW SOCCER CONSULTANCY, S.L",SC1,3,2,9591.0,33,0,112,332100.0
5533,5533,2021.0,89.0,Netherlands,Suriname,1995-02-09,Attack,Right Winger,Right,180.0,Sports eXcellence Group,L1,27,37,13171.0,21,0,196,4428000.0
1282,1282,2021.0,6890.0,Germany,Turkey,1989-12-09,Defender,Left-Back,Left,183.0,FutureBall,TR1,5,27,17408.0,44,2,215,471090.0
2460,2460,2017.0,21957.0,Jugoslawien (SFR),Serbia,1990-08-16,Goalkeeper,,Right,197.0,SBSU,GR1,0,0,1530.0,0,0,17,276750.0
7846,7846,2019.0,989.0,England,Wales,1997-07-08,Attack,Right Winger,Left,173.0,Unique Sports Group,GB1,8,5,2882.0,4,0,41,17712000.0
8071,8071,2020.0,820.0,Brazil,Brazil,1990-10-28,Attack,Centre-Forward,Right,186.0,Marcio Bittencourt Sports,TR1,14,3,4057.0,9,0,51,415740.0
5329,5329,2016.0,1269.0,France,France,1995-06-24,Attack,Attacking Midfield,Both,171.0,D.P. Football Management,NL1,1,1,1163.0,2,0,25,1217700.0
1472,1472,2014.0,6894.0,Turkey,Turkey,1988-05-10,Goalkeeper,,Right,186.0,Equipe Sports,TR1,0,0,675.0,2,0,8,110700.0
10154,10154,2021.0,11688.0,Brazil,Brazil,1996-02-10,Midfield,Central Midfield,Right,178.0,,TR1,1,4,4745.0,9,0,66,2214000.0
2404,2404,2021.0,234.0,Netherlands,Netherlands,1990-10-08,Attack,Centre-Forward,Right,170.0,Soccer Vision ,NL1,96,47,21397.0,43,1,285,2435400.0
7934,7934,2014.0,6676.0,Greece,Greece,1996-12-10,Attack,Left Winger,Right,176.0,GTSports Consulting,GR1,0,0,90.0,0,0,1,55350.0
12332,12332,2021.0,1148.0,,Grenada,1998-04-08,Midfield,Central Midfield,Right,180.0,CAA Base Ltd,GB1,1,0,,2,0,23,3321000.0
6743,6743,2018.0,982.0,Portugal,Portugal,1993-06-13,Defender,Right-Back,Right,174.0,Nuno Rolo - RoloSports,PO1,0,0,4566.0,7,0,58,332100.0
3162,3162,2020.0,369.0,,Denmark,1991-08-08,Midfield,Central Midfield,Right,181.0,People In Sport,DK1,9,15,11663.0,41,0,150,332100.0
10678,10678,2016.0,1083.0,Russia,Russia,1995-08-09,Midfield,Right Midfield,Right,177.0,,RU1,0,0,158.0,1,0,2,276750.0
4011,4011,2021.0,281.0,Jamaica,England,1994-12-08,Attack,Left Winger,Right,170.0,,GB1,133,86,27458.0,42,0,363,77490000.0
607,607,2018.0,1416.0,Benin,Benin,1985-07-29,Defender,Centre-Back,Right,180.0,ELITE CAREER MANAGEMENT,FR1,0,1,4915.0,17,0,57,221400.0
9564,9564,2021.0,2424.0,Brazil,Brazil,1994-10-31,Attack,Right Winger,Left,176.0,Proeleven S.A.,PO1,5,2,,3,0,44,664200.0
9352,9352,2018.0,6574.0,Italy,Italy,1997-03-21,Midfield,Central Midfield,Right,180.0,TMP SOCCER srl ,IT1,0,0,,0,0,2,442800.0
6578,6578,2017.0,2700.0,Ghana,Ghana,1992-02-19,Attack,Attacking Midfield,Right,185.0,Remington Ellis Management,RU1,0,0,156.0,0,0,3,194340.0
5400,5400,2014.0,982.0,Egypt,Egypt,1993-08-01,Attack,Attacking Midfield,Right,175.0,Sports XXI,PO1,1,5,1999.0,14,0,26,221400.0
1409,1409,2016.0,105.0,UdSSR,Ukraine,1987-06-16,Attack,Left Winger,Both,176.0,,L1,11,8,4124.0,5,1,64,166050.0
6931,6931,2021.0,13.0,Mozambique,Mozambique,1994-01-21,Defender,Left-Back,Left,180.0,Blueprivate Investimentos Lda,ES1,2,1,8924.0,24,1,120,24354000.0
3830,3830,2021.0,180.0,England,England,1994-03-06,Attack,Left Winger,Right,173.0,ARETÉ,GB1,31,26,18137.0,12,1,250,19926000.0
11870,11870,2019.0,2553.0,Canada,Canada,1999-09-27,Attack,Left Winger,Right,181.0,,SC1,2,2,1316.0,2,0,29,3321000.0
2802,2802,2018.0,2672.0,Yugoslavia (Republic),Serbia,1992-05-04,Defender,Centre-Back,Right,187.0,,GR1,0,0,1628.0,4,1,20,110700.0
7550,7550,2017.0,12321.0,Kenya,Kenya,1994-03-26,Attack,Centre-Forward,Left,193.0,EMG Mundial,ES1,3,1,582.0,0,0,16,7749000.0
7251,7251,2021.0,405.0,England,England,1993-03-13,Defender,Centre-Back,Left,196.0,Wasserman,GB1,5,8,10973.0,27,0,131,35424000.0
12480,12480,2021.0,1053.0,,Denmark,2001-04-16,Midfield,Central Midfield,Right,182.0,Nordic Sky,DK1,0,2,2528.0,10,0,36,1107000.0
2843,2843,2016.0,2451.0,Estonia,Estonia,1990-12-17,Attack,Centre-Forward,Right,183.0,Stars For Tomorrow,SC1,4,2,1996.0,6,0,40,442800.0
91,91,2021.0,605.0,Portugal,Portugal,1987-11-15,Attack,Right Winger,Right,175.0,Gestifute,GR1,35,18,13454.0,24,0,211,332100.0
12928,12928,2021.0,399.0,England,England,2002-08-17,Defender,Centre-Back,Right,190.0,Wasserman,GB1,0,0,260.0,1,0,6,1107000.0
12498,12498,2021.0,1184.0,South Africa,Hungary,2002-11-09,Attack,Centre-Forward,Right,187.0,P&P Sport Management S.A.M.,BE1,1,0,17.0,0,0,3,553500.0
105,105,2016.0,2079.0,France,France,1988-08-08,Defender,Centre-Back,Right,190.0,TBA SPORTS GROUP,GR1,0,0,981.0,8,0,14,110700.0
5138,5138,2021.0,6646.0,Turkey,Turkey,1991-07-12,Defender,Right-Back,Right,188.0,Golden Goal Sports Management,TR1,4,2,6395.0,27,1,96,166050.0
13364,13364,2021.0,23826.0,Spain,Spain,2003-01-24,Attack,Right Winger,Right,182.0,ROOF,L1,1,0,251.0,0,0,12,3321000.0
5873,5873,2021.0,2293.0,Turkey,Turkey,1994-09-07,Defender,Centre-Back,,185.0,GPA Turkey,TR1,8,7,7200.0,22,0,85,5535000.0
6899,6899,2018.0,1283.0,Croatia,Croatia,1994-04-02,Defender,Centre-Back,Right,190.0,HBR Sport,NL1,2,0,2489.0,11,0,32,332100.0
8048,8048,2019.0,903.0,Switzerland,Albania,1995-03-08,Attack,Centre-Forward,Right,189.0,Deadline Day Soccer Group,SC1,23,12,5732.0,11,0,78,608850.0
7608,7608,2019.0,3336.0,Senegal,Senegal,1993-12-09,Defender,Centre-Back,Right,190.0,Alfaria sports GmbH,PO1,1,0,3159.0,7,0,41,498150.0
13397,13397,2021.0,1108.0,Uruguay,Uruguay,2001-12-20,Attack,Right Winger,Right,174.0,Equipo TMA,ES1,0,0,1293.0,0,0,35,2767500.0
